Facility ID,Record ID,Serial Number,Service Desc.,PE,PE Desc,Category,Description,County,Agency,ProgramIdentifier,SiteAddress,City,St,Zip,GISLatitude,GISLongitude,ActivityDate,FC01,FC02,FC03,FC04,FC05,FC06,FC07,FC08,FC09,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,TotalFoodborneViolations,FC30,FC31,FC32,FC33,FC34,FC35,FC36,FC37,FC38,FC39,FC40,FC41,FC42,FC43,FC44,FC45,FC46,FC47,FC48,FC49,FC50,FC51,FC52,FC53,FC54,FC55,FC56,TotalRetailViolations
FA0010084,PR0011115,DAVXB0IW0,"Inspection, Routine","1,085","Grocery Store (0 - 15,000 sq. ft.)",Very Low Risk (1),Food - Grocery,Adams,Tri-County Health Department,Huron Convenience Store,9500 Huron St,Thornton,CO,80260,39.86916,-104.9962,2/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FA0002026,PR0005555,DABIRKKWQ,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Delectable Egg,5312 DTC Blvd Unit 100,Greenwood Village,CO,80111,39.618726,-104.8897,2/8/2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FA0002418,PR0002197,DAKAWABAT,"Inspection, Routine","1,065",Restaurant (>200 seats),High Risk (4),Food - Restaurants,Adams,Tri-County Health Department,El Jardin Restaurant,6460 E 73rd Ave,Commerce City,CO,80022,39.849064,-104.9928,4/23/2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4
FA0010042,PR0011032,DAKBUEQHI,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Garlic Knot The,1706 S Chambers Rd,Aurora,CO,80017,39.68548268,-104.8097,6/21/2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,6
FA0006407,PR0012346,DAWCXAK0V,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Pho 5,363 Village Square Ln Ste 130,Castle Rock,CO,80108,39.47052695,-104.8788,2/26/2020,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,9
FA0000308,PR0000332,DA4SEENPW,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Adams,Tri-County Health Department,Scott Carpenter Middle School,7001 Lipan St,Denver,CO,80221,39.91396,-104.9863,9/24/2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FA0002143,PR0003969,DA11YWLEY,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Mariscos El Rey,820 Dayton St,Aurora,CO,80010,39.730133,-104.8752,1/22/2020,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
FA0007450,PR0007773,DA0219944,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Garden Bistro Kitchen,451 E 58th Ave,Denver,CO,80216,39.834751,-104.9873,4/5/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
FA0000077,PR0001437,DALK5PJFY,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,My Favorite Muffin and Bagel Cafe,8719 E Dry Creek Rd Unit B,Centennial,CO,80112,39.5806,-104.8871,2/25/2019,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
FA0008975,PR0009398,DA0220563,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Welsh Dragon Tea Shoppe,8400 E Iliff Ave Unit 7,Denver,CO,80231,39.674734,-104.8907,4/24/2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0000823,PR0003380,DAFP1CAGC,"Inspection, Routine","1,085","Grocery Store (0 - 15,000 sq. ft.)",Very Low Risk (1),Food - Grocery,Arapahoe,Tri-County Health Department,Big Lots 4133,15351 E Hampden Ave,Aurora,CO,80013,39.65318781,-104.8093,1/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0001024,PR0002300,DAP0XTHVC,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Adams,Tri-County Health Department,Second Creek Elementary,9950 Laredo Dr,Commerce City,CO,80022,39.913776,-104.9958,11/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0005370,PR0000477,DAMMD250Z,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,South Suburban Golf Course Restaurant,7900 S Colorado Blvd,Littleton,CO,80122,39.575251,-104.9416,8/28/2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3
FA0001380,PR0000715,DA0225680,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Holly Ridge Primary School,3301 S Monaco Pkwy,Denver,CO,80222,39.656253,-104.913,9/23/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008488,PR0008560,DAXHOGLS3,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),High Risk (4),Food - Restaurants,Douglas,Tri-County Health Department,Cafe Rio Mexican Grill,832 New Memphis Ct Ste 120,Castle Rock,CO,80108,39.41314168,-104.8719,3/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3
FA0000325,PR0003974,DAVIZK2IY,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,McDonalds,6101 S Aurora Pkwy,Aurora,CO,80016,39.607834,-104.7036,9/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FA0009796,PR0010568,DAV2E13BM,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,5280 Burger Bar,4301 Main St,Westminster,CO,80031,39.912924,-105.0428,2/14/2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
FA0000780,PR0002188,DAS8TH0KW,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Nicolos Chicago Style Pizza,9463 S University Blvd,Highlands Ranch,CO,80126,39.54554626,-104.9456,8/20/2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,7
FA0003619,PR0000844,DALLTC7AP,"Inspection, Routine","1,085","Grocery Store (0 - 15,000 sq. ft.)",Med Risk (3),Food - Grocery,Adams,Tri-County Health Department,Lao Market,7302 Federal Blvd,Westminster,CO,80030,39.885044,-104.9987,1/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
FA0001485,PR0000048,DAUIWHUH0,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Chipotle Mexican Grill,8000 E Belleview Ave Unit F20,Greenwood Village,CO,80111,39.623975,-104.8959,9/13/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0008938,PR0009347,DA8LEYAFT,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Low Risk (2),Food - Institutions,Douglas,Tri-County Health Department,Parker Performing Arts School,15035 Compark Blvd,Parker,CO,80134,39.558492,-104.8151,3/4/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0009854,PR0010655,DAUL0S2CJ,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Jets Pizza,19878 E Hilltop Rd Unit 101,Parker,CO,80134,39.509395,-104.7577,12/9/2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
FA0003385,PR0005838,DACTGKKZV,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Low Risk (2),Food - Restaurants,Adams,Tri-County Health Department,El Aguila,6970 Highway 2,Commerce City,CO,80022,39.899437,-104.9411,2/1/2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0004032,PR0009633,DAF9RQMCN,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,McDonalds 6727,1050 S Chambers Rd,Aurora,CO,80017,39.697395,-104.8097,2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4
FA0003894,PR0010729,DAHQ0T5V0,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Hamburger Stand 427,3030 W 72nd Ave,Westminster,CO,80030,39.846882,-105.0314,3/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,4
FA0005016,PR0002232,DARUQ00IS,"Inspection, Routine","1,007","Limited Food Service (convenience, other)",Very Low Risk (1),Food - Grocery,Arapahoe,Tri-County Health Department,Safeway Fuel Kiosk 2612,1697 S Havana St,Aurora,CO,80012,39.685783,-104.866,2/4/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FA0005471,PR0002171,DAT3KMDFX,"Inspection, Routine","1,007","Limited Food Service (convenience, other)",Low Risk (2),Food - Restaurants,Arapahoe,Tri-County Health Department,Starbucks Coffee 6776,8745 E Orchard Rd Ste 51,Greenwood Village,CO,80111,39.609708,-104.8876,2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0005581,PR0002356,DA6NPZSRN,"Inspection, Routine","1,007","Limited Food Service (convenience, other)",Very Low Risk (1),Food - Grocery,Arapahoe,Tri-County Health Department,Shell,3385 S Tower Rd,Aurora,CO,80013,39.655052,-104.7725,2/20/2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FA0004439,PR0004485,DAO7OYMFD,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Waffle House 1566,12880 E Mississippi Ave,Aurora,CO,80012,39.696487,-104.8384,8/15/2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3
FA0007138,PR0012331,DAR0VANFW,"Inspection, First Operational","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Juicy Seafood,2727 S Parker Rd,Aurora,CO,80014-2701,39.66699,-104.8624,12/19/2019,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
FA0001355,PR0000545,DANUSZHDQ,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Cherry Hills Village Elementary,2400 E Quincy Ave,Cherry Hills Village,CO,80113,39.637517,-104.9595,1/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0002486,PR0001832,DAAEQV7WZ,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Chubbys 14,5826 S Lowell Blvd,Littleton,CO,80123,39.61093,-105.0367,6/4/2019,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
FA0008955,PR0009377,DAWEL0MUZ,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Heaven Dragon,99 N Kuner Rd,Brighton,CO,80601,39.98820496,-104.8243,1/24/2019,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7
FA0007901,PR0007678,DA0226098,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Arapahoe,Tri-County Health Department,Vanguard Classical School,17101 E Ohio Dr,Aurora,CO,80017,39.701366,-104.7881,10/4/2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0000902,PR0003599,DA18SDCS3,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,McDonalds,4999 Factory Shops Blvd,Castle Rock,CO,80108,39.4119749,-104.8731,2/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4
FA0004808,PR0002076,DAYDX9WZY,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Red Robin Gourmet Burgers and Spirits,9130 Crown Crest Blvd,Parker,CO,80138,39.55033608,-104.7731,5/3/2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3
FA0005320,PR0001101,DAXS7WQHH,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Kent Denver School,4000 E Quincy Ave,Englewood,CO,80113,39.638545,-104.9407,5/22/2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FA0002996,PR0005179,DAAM05MTE,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Subway,12073 E Arapahoe Rd Unit 120,Centennial,CO,80112,39.595169,-104.8486,2/14/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0004270,PR0005739,DA6PMZEHI,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Subway Sandwiches,19761 E Smoky Hill Rd Unit B,Centennial,CO,80015,39.613613,-104.7581,1/9/2020,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
FA0001119,PR0003756,DAGGSWQ6J,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Buffalo Wild Wings 190,10090 Grant St,Thornton,CO,80229,39.891792,-104.9286,1/21/2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,5
FA0002189,PR0000395,DA9FRQN7C,"Inspection, Routine","1,005","No fee license (K-12 schools, non-profit)",Med Risk (3),Food - Institutions,Douglas,Tri-County Health Department,Northeast Elementary,6598 N Highway 83,Parker,CO,80134,39.45807885,-104.7589,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3
FA0007764,PR0007532,DALZZAX06,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,ViewHouse 20,7101 S Clinton St,Centennial,CO,80112,39.587741,-104.8786,4/17/2019,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,9
FA0003596,PR0004551,DAEF0FYAZ,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,La Morena Mexican Restaurant,9650 E Colfax Ave,Aurora,CO,80010,39.74004,-104.8754,1/8/2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,6
FA0000806,PR0003513,DABZXT4ZY,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Great Beginnings,11800 E Oswego St Unit D70,Englewood,CO,80112,39.53861298,-104.8533,2/20/2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,8
FA0005510,PR0002512,DAELRUTFE,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Stonebrook Manor,650 E 124th Ave,Thornton,CO,80241,39.828098,-105.006,2/15/2019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
FA0002893,PR0009888,DACHQTIPD,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,DMZ Pub,2680 S Havana St Unit M,Aurora,CO,80014,39.66794,-104.8649,7/30/2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4
FA0010817,PR0012334,DA0221365,"Inspection, Routine","1,007","Limited Food Service (convenience, other)",Very Low Risk (1),Food - Restaurants,Adams,Tri-County Health Department,Products By Mahoney Limited,12189 Pennsylvania St,Thornton,CO,80241-3115,39.91826,-104.9818,4/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0003942,PR0003894,DAKGC95J7,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Mangia Bevi,6363 S Fiddlers Green Cir,Greenwood Village,CO,80111,39.601857,-104.8912,5/7/2019,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA0003181,PR0009772,DAX0WUUXD,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Jack in the Box 8131,11179 S Pikes Peak Dr,Parker,CO,80138,39.51333883,-104.763,10/2/2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,6
FA0002569,PR0009375,DALP9VNQG,"Inspection, Routine","1,045",Restaurant (101 - 200 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,El Karajo Mexican Restaurant,6600 S Quebec St Ste A,Englewood,CO,80111,39.597154,-104.904,3/27/2019,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,9
FA0010518,PR0011880,DAKADWQR2,"Inspection, Routine","1,065",Restaurant (>200 seats),Med Risk (3),Food - Restaurants,Douglas,Tri-County Health Department,Los Dos Potrillos Parker,19340 Cottonwood Dr,Parker,CO,80138,39.55205,-104.7737,5/10/2019,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,5
FA0010059,PR0011060,DACTANHZ0,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Arapahoe,Tri-County Health Department,Lost Cajun The,6105 S Main St Ste F-104,Aurora,CO,80012,39.605515,-104.7092,1/7/2020,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FA0004354,PR0003964,DA0SJU0OY,"Inspection, Routine","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Pizza Hut 4867,3880 E 104th Ave,Thornton,CO,80223,39.802185,-104.9872,11/1/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
FA0005654,PR0003126,DAGWUIYFP,"Inspection, Routine (Enforcement)","1,025",Restaurant (0 - 100 seats),Med Risk (3),Food - Restaurants,Adams,Tri-County Health Department,Taco Mex,1806 W 92nd Ave,Federal Heights,CO,80260,39.858208,-105.0521,5/20/2019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,8
